약국ID,주소,약국명,대표전화1,진료시간(월요일)C,진료시간(화요일)C,진료시간(수요일)C,진료시간(목요일)C,진료시간(금요일)C,진료시간(토요일)C,진료시간(일요일)C,진료시간(공휴일)C,진료시간(월요일)S,진료시간(화요일)S,진료시간(수요일)S,진료시간(목요일)S,진료시간(금요일)S,진료시간(토요일)S,진료시간(일요일)S,진료시간(공휴일)S,우편번호1,우편번호2,병원경도,병원위도,작업일시
C1106996,서울특별시 영등포구 시흥대로187길 1,세성심약국,02-832-9144,1820,1820,1820,1820,1820,1300,1900,1900,830,830,830,830,830,830,1000,1000,74,42,126.9086826,37.49237351,42:11.0
C1102958,서울특별시 성동구 마장로35길 76 105-2 (마장동현대아파트상가),세심약국,02-2282-5734,2200,2200,2200,2200,2200,2200,1900,1900,900,900,900,900,900,900,1000,1000,47,53,127.0419956,37.57026227,42:11.0
C1101178,서울특별시 서대문구 연세로 50,세연약국,02-364-6141,1820,1820,1820,1820,1820,1400,1900,1900,845,845,845,845,845,845,1000,1000,37,22,126.9423446,37.56290373,42:11.0
C1107495,서울특별시 강남구 도곡로 242 105호 (도곡동 삼호아파트),세연약국,02-6080-8002,1730,1730,1730,1730,1730,1400,1900,1900,930,930,930,930,930,845,1000,1000,62,73,127.04658,37.4937187,42:11.0
C1103611,서울특별시 광진구 뚝섬로27길 65 (자양동),세영약국,02-464-3577,2130,2130,2130,2130,2130,1700,1900,1900,830,830,830,830,830,830,1000,1000,50,78,127.0667902,37.53874926,42:11.0
C1108473,서울특별시 관악구 남부순환로 1479  (신림동),세영약국,02-856-2609,1900,1900,1900,1900,1900,1500,1900,1900,900,900,900,900,900,900,1000,1000,87,61,126.9149406,37.48217878,42:11.0
C1101179,서울특별시 양천구 중앙로 235 (신정동),세왕약국,02-2603-7284,1900,1900,1900,1900,2000,1300,1900,1900,900,900,900,900,900,900,1000,1000,80,77,126.8538318,37.51737352,42:11.0
C1104630,서울특별시 성북구 동소문로20가길 51 (동선동1가 수국빌딩),세원약국,02-922-6060,2300,2300,2300,2300,2300,2300,2300,2300,900,900,900,900,900,900,1500,900,28,45,127.0188281,37.59377336,42:11.0
C1101181,서울특별시 서대문구 모래내로15길 48 (남가좌동),세원약국,02-372-7955,1930,1930,1930,1930,1930,1930,2300,2300,1000,1000,1000,1000,1000,1000,1500,900,37,10,126.919668,37.57382115,42:11.0
C1106913,서울특별시 관악구 난곡로 220 1층 (신림동 세이브마트),세이브 약국,02-855-6965,2030,2030,2030,2030,2030,1900,1900,1900,930,930,930,930,930,930,930,930,88,49,126.9176748,37.47424161,42:11.0
C1107591,서울특별시 서대문구 이화여대길 52 지하4층 404호 (대현동 이화여자대학교 ECC),세이지약국,02-362-6582,1500,2030,2030,2030,2030,1900,1900,1900,1100,930,930,930,930,930,930,930,37,60,126.9502883,37.56446407,42:11.0
C1101213,서울특별시 강북구 도봉로71길 34 (수유동),세일약국,02-989-1682,2000,2000,2000,2000,2000,1900,1800,1900,900,900,900,900,900,930,1000,930,11,17,127.022021,37.63144135,42:11.0
C1101182,서울특별시 노원구 한글비석로 24,세일약국,02-972-4339,2100,2100,2100,2100,2100,2000,1800,1900,930,930,930,930,930,930,1000,930,18,62,127.0657398,37.63410762,42:11.0
C1103062,서울특별시 영등포구 여의대방로 197 (신길동),세종로약국,02-846-0072,1930,1930,1930,1930,1930,1400,1800,1900,900,900,900,900,900,900,1000,930,73,60,126.9218819,37.50469793,42:11.0
C1101215,서울특별시 금천구 독산로 199 (독산동),세종약국,02-806-3224,2030,2030,2030,2030,2030,1900,1400,1900,900,900,900,900,900,830,1000,930,86,18,126.9025627,37.46468061,42:11.0
C1102234,서울특별시 강남구 밤고개로1길 22,세종약국,02-459-9464,2200,2200,2200,2200,2200,2200,1400,1900,900,900,900,900,900,900,1000,930,63,49,127.1026877,37.48851508,42:11.0
C1101216,서울특별시 성북구 보국문로 168 (정릉동),세종약국,02-914-3685,1900,1900,1900,1900,1900,1400,1400,1900,900,900,900,900,900,900,1000,930,27,1,127.0028906,37.6171465,42:11.0
C1108584,서울특별시 광진구 능동로 209 세종대학교 대양 AI센터 1층 (군자동),세종약국,02-466-5110,1800,1800,1800,1800,1800,1330,1400,1900,900,900,900,900,900,900,1000,930,50,6,127.0742979,37.5527418,42:11.0
C1107932,서울특별시 종로구 세종대로23길 54 세종빌딩 지하1층 130호 (당주동),세종약국,02-3210-2292,1900,1900,1900,1900,1900,1330,1400,1900,900,900,900,900,900,900,1000,930,31,73,126.9732852,37.57183805,42:11.0
C1103485,서울특별시 강북구 도봉로18길 46 (미아동),송일약국,02-989-8732,1900,1900,1900,1900,1900,1900,1900,2130,800,800,800,800,800,800,800,1300,11,63,127.0314607,37.61885511,42:07.0
C1101217,서울특별시 은평구 불광로 25 (대조동),세종약국,02-384-1545,1900,1900,1900,1900,1900,1500,1400,1900,830,830,830,830,830,830,1000,930,33,96,126.9286934,37.61064869,42:11.0
C1100253,서울특별시 관악구 난곡로 181,세종약국,02-861-5803,2000,2000,2000,2000,2000,1500,1400,1900,800,800,800,800,800,900,1000,930,88,58,126.9196721,37.47132737,42:11.0
C1107105,서울특별시 서초구 서초중앙로 125 (서초동),세진약국,02-533-3528,1900,1900,1900,1900,1900,1330,1400,1900,900,900,900,900,900,900,1000,930,66,44,127.0134202,37.49300992,42:11.0
C1102278,서울특별시 구로구 개봉로 63  (개봉동),세진약국,02-2060-0875,1900,1900,1900,1900,1900,1600,1400,1900,900,900,900,900,900,900,1000,930,83,47,126.8556916,37.49138362,42:11.0
C1103765,서울특별시 강남구 압구정로36길 12 메디컬뱅크 1층 103호 (신사동),세진약국,02-545-8548,1930,1930,1930,1930,1930,1500,1400,1900,900,900,900,900,900,900,1000,930,60,23,127.0312695,37.52770512,42:11.0
C1104373,서울특별시 강남구 논현로 703,세코아약국,02-552-6861,1900,1900,1900,1900,1900,1300,1400,1900,900,900,900,900,900,900,1000,930,61,32,127.0301612,37.514384,42:11.0
C1101078,서울특별시 중랑구 중랑역로 21  (중화동),세화당약국,02-434-8794,2230,2230,2230,2230,2230,2230,2330,2230,1130,1130,1130,1130,1130,1130,1100,1130,21,10,127.0759614,37.59589282,42:11.0
C1100041,서울특별시 서초구 신반포로 100 406호 (반포동 래미안퍼스티지신반포역상가),세화약국,02-3478-9656,1830,1830,1830,1830,1830,1300,2330,2230,830,830,830,830,830,900,1100,1130,65,47,126.9956662,37.50307664,42:11.0
C1103286,서울특별시 강북구 도봉로77길 6  (수유동),세화온누리약국,02-988-2552,2000,2000,2000,2000,2000,1600,2330,2230,900,900,900,900,900,900,1100,1130,11,13,127.0228034,37.63375853,42:11.0
C1109315,서울특별시 종로구 종로 86 보원빌딩 1층 (종로2가),세화온누리약국,02-733-2478,2000,2000,2000,2000,2000,1800,2330,1800,1000,1000,1000,1000,1000,1000,1100,1000,31,90,126.9870002,37.56994818,42:11.0
C1108491,서울특별시 강남구 강남대로 516 101호 (논현동),센느약국,02-540-0994,2100,2100,2100,2100,2100,1700,2330,1800,1030,1030,1030,1030,1030,1030,1100,1000,61,14,127.0231362,37.50826785,42:11.0
C1103654,서울특별시 중구 한강대로 405  (봉래동2가),센츄럴팜약국,02-393-5505,2200,2200,2200,2200,2200,2200,2200,1800,1000,1000,1000,1000,1000,1000,1000,1000,45,9,126.969525,37.55472902,42:11.0
C1108529,서울특별시 성북구 숭인로 50 상가동 2108호 (길음동 래미안길음센터피스),센터피스정약국,02-988-1800,1900,1900,1900,1900,1900,1400,2200,1800,900,900,900,900,900,900,1000,1000,27,27,127.0287859,37.61198577,42:11.0
C1109056,서울특별시 중랑구 동일로92길 40 2층 204호 (면목동 사가정센트럴아이파크),센트럴약국,02-434-9460,1900,1900,1900,1900,1900,1400,2200,1800,900,900,900,900,900,900,1000,1000,22,26,127.0803759,37.58189295,42:11.0
C1107284,서울특별시 강남구 봉은사로 211,센트럴약국,02-549-1210,2100,2100,2100,2100,2100,1630,2200,1800,930,930,930,930,930,930,1000,1000,61,9,127.0352018,37.50798016,42:11.0
C1108744,서울특별시 강동구 고덕로80길 123 고덕센트럴아이파크아파트(상가A동) 2층 206호 (상일동),센트럴약국,02-428-2123,1930,1930,1930,1930,1930,1330,1300,1330,900,900,900,900,900,900,900,900,52,76,127.1655961,37.55093094,42:11.0
C1109577,서울특별시 노원구 덕릉로126길 2 B101호 (상계동),센트럴이든약국,02-930-0403,2200,2200,2200,2200,2200,2200,2200,2200,830,830,830,830,830,830,830,830,16,44,127.0814938,37.67018924,42:11.0
C1108163,서울특별시 송파구 올림픽로 145 리센츠 2층 2A29호 (잠실동),셀럽약국,02-6349-0529,1930,1930,1930,1930,1930,1600,2200,2200,930,930,930,930,930,930,830,830,55,2,127.0870431,37.51197902,42:11.0
C1100667,서울특별시 중구 필동로 14 민성빌딩 1층 (필동2가),셀메드필약국,02-2268-7552,2000,2000,2000,2000,2000,1500,2200,2200,830,830,830,830,830,830,830,830,46,25,126.9958893,37.56039474,42:11.0
C1108837,서울특별시 마포구 양화로 72 1층 118호 (서교동),셀약국,02-337-7959,2500,2500,2500,2500,2500,2500,2500,2500,900,900,900,900,900,900,2100,2200,40,44,126.9167159,37.55080217,42:11.0
C1100092,서울특별시 송파구 중대로 80  (문정동),소나무약국,02-402-4701,2150,2150,2150,2150,2150,2150,2500,2500,1000,1000,1000,1000,1000,1000,2100,2200,58,33,127.1178445,37.49176258,42:11.0
C1108527,서울특별시 마포구 월드컵북로 402 케이지아이티센터 102호 (상암동),소나무약국,02-6393-5567,2000,2000,2000,2000,2000,1500,2500,2500,900,900,900,900,900,930,2100,2200,39,25,126.8889811,37.58010685,42:11.0
C1103913,서울특별시 노원구 노원로 330 롯데마트 지하1층 (중계동),소나무약국,02-931-1996,2200,2200,2200,2200,2200,2200,2200,2200,1000,1000,1000,1000,1000,1000,1000,1000,17,46,127.0709423,37.64678927,42:11.0
C1108992,서울특별시 영등포구 신길로 150-1 1층 (신길동),소나무약국,02-6674-0071,2100,2100,2100,2100,2100,1400,2200,2200,800,800,800,800,800,900,1000,1000,73,88,126.9110968,37.50551247,42:11.0
C1104667,서울특별시 강남구 개포로 220,소나무약국,02-572-6409,1900,1900,1900,1900,1900,1400,2200,2200,900,900,900,900,900,900,1000,1000,63,7,127.0468165,37.47854063,42:11.0
C1108043,서울특별시 마포구 성암로 179 한샘상암 1층 (상암동),소담약국,02-304-0779,1900,1900,1900,1900,1900,1500,2200,2200,800,800,800,800,800,1400,1000,1000,39,29,126.8987633,37.57615127,42:11.0
C1103188,서울특별시 종로구 성균관로 18 (명륜2가),소담약국,02-765-2126,2200,2200,2200,2200,2200,2100,2100,2200,900,900,900,900,900,900,1300,1000,30,74,126.997636,37.58440091,42:11.0
C1107527,서울특별시 노원구 상계로1길 14-11 A동 103호 (상계동 하이웰빙상가),소담약국,02-952-1199,1700,1700,1700,1700,1700,2100,2100,2200,1000,1000,1000,1000,1000,900,1300,1000,16,93,127.0618177,37.65691064,42:11.0
C1101339,서울특별시 광진구 면목로 117 1층 102호 (중곡동 바론채),소라약국,02-469-5566,2000,2000,2000,2000,2000,1600,1300,2200,900,900,900,900,900,900,930,1000,49,11,127.0809745,37.56523079,42:11.0
C1109122,서울특별시 마포구 대흥로 57 1층 (대흥동),소마약국,02-717-7361,2000,2000,2000,2000,2000,1600,1300,2200,1000,1000,1000,1000,1000,900,930,1000,40,90,126.9397894,37.54578727,42:11.0
C1109014,서울특별시 동작구 서달로 157 (흑석동),소망메디컬약국,02-826-2223,2000,2000,2000,2000,2000,1600,1300,2200,830,830,830,830,830,830,930,1000,69,72,126.9617037,37.50761987,42:11.0
C1102445,서울특별시 양천구 오목로 322 1층 (목동),소망약국,02-2653-0947,2100,2100,2100,2100,2100,1900,1300,2200,940,940,940,940,940,930,930,1000,80,5,126.8730131,37.52457488,42:11.0
C1101266,서울특별시 영등포구 영신로19길 23 (영등포동),소망약국,02-845-4054,2200,2200,2200,2200,2200,2100,1300,2200,900,900,900,900,900,900,930,1000,73,66,126.9054129,37.51353375,42:11.0
C1101362,서울특별시 성북구 정릉로 322 (정릉동),소망약국,02-918-8055,2030,2030,2030,2030,2030,1700,1300,2200,900,900,900,900,900,900,930,1000,28,16,127.0189888,37.60217417,42:11.0
C1107157,서울특별시 동작구 신대방1가길 38 105동 305 306호 (신대방동 동작상떼빌아파트),소망약국,02-6337-3107,1900,1900,1900,1900,1900,1900,1300,2200,830,830,830,830,830,830,930,1000,70,72,126.9071625,37.48753968,42:11.0
C1107946,서울특별시 마포구 양화로 165 상진빌딩 지하1층 (동교동),소망약국,02-336-0630,2100,2100,2100,2100,2100,1800,1300,2200,900,900,900,900,900,900,930,1000,39,95,126.9236198,37.55720942,42:11.0
C1109573,서울특별시 서초구 서초중앙로 42 블루핀타워 B110호 (서초동),소망약국,02-598-6335,1800,1800,1800,1800,1800,1300,1300,2200,900,900,900,900,900,900,930,1000,66,43,127.0162578,37.48586565,42:11.0
C1100016,서울특별시 종로구 종로 335 1층 (창신동 원풍빌딩),소망약국,02-742-0075,2030,1930,1930,2030,1930,1600,1300,2200,900,900,900,900,900,900,930,1000,31,4,127.0148791,37.5730413,42:11.0
C1108519,서울특별시 영등포구 디지털로 413 101호 송약국 (대림동),송약국,02-841-8885,1830,1830,1830,1830,1830,1330,1830,1400,930,930,930,930,930,930,1000,830,74,29,126.9041446,37.49345473,10:49.0
C1109209,서울특별시 동대문구 홍릉로 28 성일빌딩 1층 (청량리동),소망약국,02-967-9626,0,1930,1930,2030,1930,1600,1300,2200,0,900,900,900,900,900,930,1000,24,90,127.044683,37.58282249,42:11.0
C1107343,서울특별시 강북구 한천로 1088 1층 (수유동 현진빌딩),소망약국,02-903-3353,1900,1900,1900,1900,1900,1400,1300,2200,900,900,900,900,900,900,930,1000,10,51,127.0228018,37.64316842,42:11.0
C1103520,서울특별시 강북구 오패산로52길 39 (미아동),가족사랑약국,02-945-3720,1700,1700,1700,1700,1700,1230,2000,2000,900,900,900,900,900,900,900,900,11,52,127.0320793,37.6246969,42:04.0
C1108860,서울특별시 도봉구 마들로 691 1층 (도봉동),소망약국,02-954-7291,1830,1830,1830,1830,1830,1330,1300,2200,830,830,830,830,830,830,930,1000,13,28,127.0463423,37.67182203,42:11.0
C1103878,서울특별시 중랑구 봉화산로 105 1층(상봉동),소망약국,02-434-6002,1830,1830,1830,1830,1830,1830,1830,2200,900,900,900,900,900,900,900,1000,20,48,127.0859348,37.60272826,42:11.0
C1101365,서울특별시 노원구 한글비석로 235 305호(중계동세신프라자),소망약국,02-933-3383,1830,1830,1830,1830,1830,1400,1830,2200,930,930,930,930,930,930,900,1000,17,43,127.0763425,37.64879329,42:11.0
C1108136,서울특별시 관악구 남부순환로 1956 지하1층 (봉천동),소망약국,02-876-5588,2000,2000,2000,2000,2000,2000,1830,2200,900,900,900,900,900,900,900,1000,87,93,126.9659845,37.47585058,42:11.0
C1102737,서울특별시 용산구 이촌로 264 106호(이촌동삼익상가),소망약국,02-795-5582,2100,2100,2100,2100,2100,1830,1830,2200,900,900,900,900,900,900,900,1000,44,26,126.9760868,37.51903649,42:11.0
C1101262,서울특별시 금천구 독산로75길 16 (독산동),소망약국,02-855-2054,2000,2000,2000,2000,2000,1500,1830,2200,1000,1000,1000,1000,1000,1000,900,1000,85,77,126.9014222,37.46908056,42:11.0
C1101001,서울특별시 서초구 명달로9길 4 (방배동),수암약국,02-586-8574,2100,2100,2100,2100,2100,1800,2000,1800,730,730,730,730,730,730,1000,1000,67,7,127.004509,37.48213362,42:07.0
C1101012,서울특별시 강서구 공항대로41길 76,소망약국,02-3665-8853,1800,1800,1800,1800,1800,1300,1830,2200,930,930,930,930,930,930,900,1000,75,82,126.8469755,37.56096858,42:11.0
C1102448,서울특별시 강남구 테헤란로87길 13 1층 (삼성동 서영빌딩),소망약국,02-555-6806,1930,1930,1930,1930,1930,1530,1830,2200,900,900,900,900,900,900,900,1000,61,69,127.0585917,37.50863401,42:11.0
C1103240,서울특별시 광진구 능동로 318 (중곡동),소망온누리약국,02-2201-2236,2100,2100,2100,2100,2100,2100,1830,2200,830,830,830,830,830,830,900,1000,49,29,127.0801657,37.55801059,42:11.0
C1103696,서울특별시 양천구 지양로 68 (신월동),소망온누리약국,02-2699-5662,2200,2200,2200,2200,2200,2200,2100,2200,900,900,900,900,900,900,1000,1000,80,39,126.8340777,37.52177674,42:11.0
C1101020,서울특별시 강남구 학동로 315,소망온누리약국,02-543-1287,1900,1900,1900,1900,1900,1600,2100,2200,900,900,900,900,900,900,1000,1000,60,99,127.0377043,37.51631006,42:11.0
C1107151,서울특별시 은평구 가좌로5길 22-1 (응암동),소망온누리약국,02-373-6288,1800,1800,1800,1800,1800,1600,2100,2200,900,900,900,900,900,900,1000,1000,122,952,126.920383,37.58688605,42:11.0
C1103470,서울특별시 용산구 우사단로 43 (이태원동),소명약국,02-795-9954,2200,2200,2200,2200,2200,2200,2100,2200,930,930,930,930,930,930,1000,1000,44,6,126.9954382,37.534118,42:11.0
C1107448,서울특별시 서대문구 모래내로15길 68 (남가좌동),소명약국,02-302-7575,1900,1900,1300,1900,1900,1300,2100,2200,900,900,900,900,900,900,1000,1000,37,10,126.9188114,37.57453056,42:11.0
C1107193,서울특별시 송파구 양산로 12 세신거여훼미리타운 1층 107호 (거여동),소백약국,02-400-8805,1900,1900,1900,1900,1900,1500,2100,2200,900,900,900,900,900,900,1000,1000,57,87,127.1435909,37.48991045,42:11.0
C1102863,서울특별시 서대문구 응암로 81 1층 (북가좌동),소생약국,02-303-7793,1900,1900,1900,1900,1900,1600,2100,2200,900,900,900,900,900,900,1000,1000,36,79,126.9116994,37.58079276,42:11.0
C1109147,서울특별시 강서구 강서로 173 터보빌딩 2층 일부호 (화곡동),소원약국,02-2608-3533,1900,1900,1900,1900,1900,1400,1800,2200,830,830,830,830,830,830,900,1000,77,14,126.8396222,37.54192213,42:11.0
C1101227,서울특별시 은평구 수색로 256 (수색동),소원약국,02-372-6474,2100,2100,2100,2100,2100,2100,1800,2200,700,700,700,700,700,700,900,1000,35,2,126.8959293,37.5822251,42:11.0
C1101358,서울특별시 강북구 도봉로 205 (미아동),소원약국,02-988-0691,2200,2200,2200,2200,2200,2200,2100,2100,800,800,800,800,800,800,900,900,11,26,127.025525,37.6269,42:11.0
C1108350,서울특별시 성북구 개운사길 2 1층 (안암동5가),소원약국,02-3291-1905,1900,1900,1900,1900,1900,1500,2100,2100,820,820,820,820,820,820,900,900,28,42,127.0294735,37.58650918,42:11.0
C1101228,서울특별시 강남구 도산대로50길 9 1층 (논현동 청석빌딩),소은약국,02-3443-5561,2200,2200,2200,2200,2200,2100,2100,2100,930,930,930,930,930,930,900,900,60,55,127.0376381,37.52174674,42:11.0
C1102128,서울특별시 중랑구 봉우재로 39 (면목동),가나안약국,02-434-9259,2230,2230,2230,2230,2230,2130,2100,2130,900,900,900,900,900,900,1300,900,21,28,127.0774917,37.59068056,42:03.0
C1101229,서울특별시 양천구 오목로 64 1층 (신월동),소중한약국,02-2607-4061,1900,1900,1900,1900,1900,1400,2100,2100,830,830,830,830,830,830,900,900,80,28,126.8447042,37.52243271,42:11.0
